1	142	5
1	157	5
1	172	3
1	187	4
2	204	5
2	220	5
2	236	1
2	252	5
2	268	4
2	284	3
2	300	1
2	316	4
2	332	5
2	347	5
2	363	4
2	379	2
2	395	5
2	411	1
2	427	3
2	442	5
2	458	5
2	474	3
2	489	5
2	504	5
2	519	4
2	491	2
2	543	4
2	558	4
2	572	5
2	586	4
2	96	2
2	612	1
2	625	3
2	638	5
2	170	2
2	582	1
2	678	2
2	205	5
2	221	5
2	237	2
2	253	5
2	269	5
2	285	3
2	301	4
2	317	5
2	333	4
2	348	4
2	364	5
2	380	5
2	396	5
2	412	2
2	428	5
2	443	1
2	459	4
2	475	2
2	490	1
2	505	2
2	520	4
2	533	4
2	544	1
2	559	1
2	573	4
2	587	4
2	599	4
2	613	4
2	626	4
2	639	2
2	653	1
2	665	4
2	679	5
2	206	5
2	222	5
2	238	5
2	254	5
2	270	2
2	286	5
2	302	5
2	318	2
2	334	4
2	349	5
2	365	2
2	381	4
2	397	3
2	413	3
2	429	2
2	444	4
2	460	1
2	476	5
2	491	3
2	506	5
2	521	3
2	493	2
2	545	4
2	493	3
2	574	2
2	588	4
2	600	5
2	614	2
2	151	4
2	640	4
2	654	1
2	666	4
2	605	2
2	207	5
2	223	4
2	239	4
2	255	1
2	271	5
2	287	3
2	303	5
2	319	4
2	335	5
2	350	2
2	366	4
2	382	5
2	398	5
2	414	1
2	430	5
2	445	4
2	461	3
2	477	3
2	492	4
2	507	5
2	522	2
2	534	4
2	546	3
2	560	4
2	575	4
2	493	1
2	601	4
2	615	4
2	627	5
2	108	4
2	495	5
2	667	5
2	680	4
2	208	4
2	224	5
2	240	4
2	256	5
2	272	5
2	288	5
2	304	2
2	320	5
2	137	5
2	351	5
2	367	5
2	383	3
2	399	3
2	415	5
2	431	2
2	446	1
2	462	5
2	478	4
2	493	1
2	508	4
2	523	4
2	535	4
2	547	4
2	561	2
2	576	2
2	493	2
2	602	1
2	582	2
2	118	4
2	641	4
2	541	1
2	668	4
2	681	5
2	193	1
2	209	5
2	225	2
2	241	1
2	257	4
2	273	4
2	289	2
2	305	4
2	321	1
2	336	2
2	352	2
2	368	5
2	384	5
2	400	5
2	416	1
2	432	5
2	447	3
2	463	2
2	479	3
2	494	4
2	509	4
2	524	4
2	491	5
2	548	4
2	562	4
2	577	5
2	589	5
2	181	4
2	616	4
2	628	4
2	642	5
2	655	3
2	669	4
2	682	2
2	194	5
2	210	5
2	226	3
2	242	2
2	258	1
2	274	4
2	290	1
2	306	3
2	322	5
2	337	4
2	353	1
2	369	5
2	385	3
2	401	5
2	417	5
2	433	5
2	448	4
2	464	5
2	480	4
2	495	2
2	510	2
2	525	1
2	491	3
2	541	5
2	563	2
2	578	3
2	590	3
2	603	4
2	605	1
2	629	4
2	643	3
2	656	4
2	670	3
2	683	3
2	195	4
2	211	5
2	227	1
2	243	1
2	259	4
2	275	2
2	291	5
2	307	4
2	323	5
2	338	3
2	354	5
2	370	5
2	386	5
2	402	4
2	418	1
2	434	4
2	449	5
2	465	4
2	481	2
2	496	2
2	511	4
2	526	5
2	536	4
2	549	4
2	564	4
2	579	4
2	591	2
2	604	1
2	617	3
2	153	3
2	644	1
2	657	4
2	109	4
2	684	2
2	196	4
2	212	2
2	228	3
2	244	1
2	260	4
2	276	5
2	292	1
2	308	4
2	324	1
2	339	4
2	355	5
2	371	4
2	387	3
2	403	2
2	419	3
2	435	3
2	450	4
2	466	1
2	482	5
2	497	5
2	493	1
2	527	2
2	537	5
2	550	3
2	565	4
2	580	5
2	592	3
2	605	3
2	581	4
2	630	3
2	645	4
2	658	4
2	671	5
2	685	1
2	197	3
2	213	2
2	229	5
2	245	4
2	261	2
2	277	5
2	293	4
2	309	5
2	325	5
2	340	4
2	356	4
2	372	3
2	388	4
2	404	3
2	420	3
2	155	5
2	451	4
2	467	4
2	483	3
2	498	5
2	512	1
2	528	1
2	533	4
2	551	3
2	566	4
2	581	1
2	593	3
2	491	3
2	618	3
2	631	1
2	646	2
2	659	4
2	672	5
2	582	4
2	198	2
2	214	5
2	230	2
2	246	5
2	262	5
2	278	5
2	294	1
2	310	5
2	326	2
2	341	4
2	357	5
2	373	5
2	389	4
2	405	1
2	421	5
2	436	5
2	452	4
2	468	1
2	484	3
2	499	4
2	513	3
2	529	2
2	538	4
2	552	4
2	567	4
2	582	1
2	594	5
2	606	2
2	619	3
2	632	4
2	647	1
2	659	4
2	176	3
2	199	4
2	215	2
2	231	5
2	247	3
2	263	4
2	279	4
2	295	4
2	311	3
2	327	3
2	342	5
2	358	5
2	374	5
2	390	4
2	406	4
2	422	4
2	437	4
2	453	5
2	469	4
2	485	1
2	500	4
2	514	4
2	491	5
2	539	2
2	553	4
2	568	4
2	583	3
2	595	2
2	607	5
2	620	3
2	633	4
2	648	3
2	660	5
2	673	3
2	200	5
2	216	5
2	232	2
2	248	5
2	264	1
2	280	2
2	296	4
2	312	5
2	328	1
2	343	4
2	359	4
2	375	5
2	391	4
2	407	2
2	423	4
2	438	1
2	454	3
2	470	4
2	453	5
2	501	4
2	515	4
2	530	4
2	540	3
2	554	4
2	569	3
2	491	3
2	582	4
2	608	3
2	621	3
2	634	3
2	649	1
2	661	4
2	674	3
2	201	3
2	217	5
2	233	4
2	249	4
2	265	5
2	281	2
2	297	3
2	313	5
2	329	2
2	344	4
2	360	4
2	376	5
2	392	4
2	408	4
2	424	3
2	439	4
2	455	4
2	471	4
2	486	1
2	68	5
2	516	2
2	531	5
2	533	2
2	555	5
2	570	4
2	584	4
2	596	2
2	609	3
2	622	2
2	635	3
2	650	3
2	662	5
2	675	5
2	202	5
2	218	5
2	234	5
2	250	4
2	266	5
2	282	3
2	298	4
2	314	4
2	330	5
2	345	4
2	361	5
2	377	2
2	393	4
2	409	5
2	425	3
2	440	5
2	456	4
2	472	5
2	487	1
2	502	4
2	517	4
2	532	2
2	541	3
2	556	2
2	107	3
2	181	2
2	597	5
2	610	3
2	623	4
2	636	5
2	651	1
2	663	4
2	676	5
2	203	2
2	219	2
2	235	5
2	251	3
2	267	5
2	283	5
2	299	5
2	315	1
2	331	2
2	346	4
2	362	5
2	378	3
2	394	3
2	410	5
2	426	5
2	441	4
2	457	1
2	473	3
2	488	5
2	503	5
2	518	4
2	493	2
2	542	4
2	557	4
2	571	3
2	585	4
2	598	4
2	611	1
2	624	3
2	637	2
2	652	5
2	664	5
2	677	2
3	704	4
3	720	3
3	736	3
3	752	5
3	768	2
3	784	4
3	800	4
3	816	5
3	831	4
3	847	5
3	863	5
3	879	2
3	896	5
3	912	5
3	928	5
3	944	5
3	960	5
3	976	5
3	992	5
3	1008	5
3	1023	4
3	1039	4
3	1055	5
3	1071	4
3	1087	4
3	1103	5
3	1119	3
3	1135	5
3	1151	5
3	1167	4
3	1183	5
3	1199	5
3	1215	4
3	1230	5
3	1246	5
3	1262	5
3	1278	5
3	1294	5
3	1310	5
3	1326	5
3	1342	4
3	1358	4
3	1374	5
3	1390	4
3	1406	5
3	1421	5
3	1437	5
3	705	5
3	721	5
3	737	3
3	753	4
3	769	4
3	785	5
3	801	5
3	817	5
3	832	4
3	848	5
3	864	5
3	880	3
3	897	3
3	913	5
3	929	5
3	945	4
3	961	5
3	977	4
3	993	5
3	1009	5
3	1024	3
3	1040	4
3	1056	5
3	1072	3
3	1088	3
3	1104	4
3	1120	4
3	1136	5
3	1152	5
3	1168	4
3	1184	5
3	1200	4
3	1216	3
3	1231	5
3	1247	5
3	1263	5
3	1279	5
3	1295	4
3	1311	5
3	1327	5
3	1343	4
3	1359	4
3	1375	5
3	1391	4
3	1407	5
3	1422	2
3	1438	5
3	690	4
3	706	5
3	722	4
3	738	3
3	754	5
3	770	3
3	786	5
3	802	5
3	818	5
3	833	4
3	849	4
3	865	5
3	881	5
3	898	5
3	914	5
3	930	4
3	946	4
3	962	4
3	978	4
3	994	5
3	119	5
3	1025	5
3	1041	4
3	1057	5
3	1073	4
3	1089	4
3	1105	4
3	1121	5
3	1137	5
3	1153	4
3	1169	4
3	1185	5
3	1201	4
3	1217	4
3	1232	4
3	1248	5
3	1264	5
3	1280	5
3	1296	4
3	1312	5
3	1328	5
3	1344	5
3	1360	4
3	1376	5
3	1392	5
3	1408	3
3	1423	5
3	1439	4
3	691	4
3	707	5
3	723	5
3	739	3
3	755	5
3	771	5
3	787	3
3	803	5
3	819	3
3	834	2
3	850	4
3	866	5
3	882	3
3	899	5
3	915	5
3	931	4
3	947	4
3	963	4
3	979	4
3	995	5
3	1010	4
3	1026	5
3	1042	3
3	1058	3
3	1074	3
3	1090	5
3	1106	4
3	1122	5
3	1138	4
3	1154	4
3	1170	3
3	1186	4
3	1202	4
3	1218	4
3	1233	5
3	1249	5
3	1265	5
3	1281	5
3	1297	5
3	1313	5
3	1329	5
3	1345	5
3	1361	4
3	1377	5
3	1393	4
3	1409	4
3	1424	5
3	1440	5
3	692	4
3	708	5
3	724	5
3	740	3
3	756	5
3	772	4
3	788	4
3	804	5
3	820	5
3	835	3
3	851	5
3	867	4
3	884	4
3	900	5
3	916	4
3	932	5
3	948	3
3	964	5
3	980	4
3	996	5
3	1011	4
3	1027	4
3	1043	3
3	1059	5
3	1075	5
3	1091	4
3	1107	5
3	1123	3
3	1139	5
3	1155	3
3	1171	3
3	1187	5
3	1203	5
3	421	5
3	1234	5
3	1250	5
3	1266	5
3	1282	5
3	1298	5
3	1314	5
3	1330	3
3	1346	5
3	1362	5
3	1378	4
3	1394	5
3	500	5
3	1425	4
3	1441	5
3	693	3
3	709	5
3	725	5
3	741	4
3	757	5
3	773	5
3	789	5
3	805	3
3	821	5
3	836	5
3	852	5
3	868	4
3	885	2
3	901	3
3	917	5
3	933	4
3	949	4
3	965	5
3	981	3
3	997	5
3	1012	4
3	1028	3
3	1044	5
3	1060	4
3	1076	4
3	1092	5
3	1108	3
3	1124	5
3	1140	4
3	1156	4
3	1172	5
3	1188	5
3	1204	4
3	1219	4
3	1235	4
3	1251	4
3	1267	5
3	1283	5
3	1299	5
3	1315	5
3	1331	5
3	1347	5
3	1363	5
3	1379	4
3	1395	4
3	1410	3
3	1426	3
3	1442	5
3	694	3
3	710	4
3	726	3
3	742	4
3	758	3
3	774	5
3	790	5
3	806	4
3	822	5
3	837	5
3	853	5
3	869	5
3	886	3
3	902	5
3	918	5
3	934	4
3	950	5
3	966	5
3	982	5
3	998	5
3	1013	5
3	1029	3
3	1045	5
3	1061	5
3	1077	3
3	1093	4
3	1109	5
3	1125	4
3	1141	5
3	1157	4
3	1173	4
3	1189	5
3	1205	5
3	1220	5
3	1236	4
3	1252	3
3	1268	5
3	1284	5
3	1300	5
3	1316	2
3	1332	5
3	1348	5
3	1364	4
3	1380	5
3	1396	5
3	1411	5
3	1427	5
3	1443	5
3	695	2
3	711	5
3	727	4
3	743	5
3	759	4
3	775	4
3	791	5
3	807	4
3	823	4
3	838	4
3	854	3
3	870	4
3	887	3
3	903	5
3	919	3
3	935	5
3	951	4
3	967	4
3	983	5
3	999	5
3	1014	5
3	1030	5
3	1046	5
3	1062	5
3	1078	4
3	1094	5
3	1110	5
3	1126	4
3	1142	4
3	1158	4
3	1174	4
3	1190	5
3	1206	5
3	1221	4
3	1237	4
3	1253	4
3	1269	5
3	1285	4
3	1301	5
3	1317	5
3	1333	4
3	1349	5
3	1365	5
3	1381	4
3	1397	4
3	1412	3
3	1428	3
3	1444	4
3	696	5
3	712	5
3	728	4
3	744	4
3	760	4
3	776	5
3	792	5
3	808	5
3	824	5
3	839	5
3	855	5
3	871	3
3	888	4
3	904	5
3	920	3
3	936	4
3	952	3
3	968	3
3	984	4
3	1000	3
3	1015	5
3	1031	4
3	1047	4
3	1063	4
3	1079	4
3	1095	5
3	1111	5
3	1127	4
3	1143	4
3	1159	4
3	1175	4
3	1191	4
3	1207	4
3	1222	5
3	1238	5
3	1254	4
3	1270	5
3	1286	5
3	1302	5
3	1318	5
3	1334	4
3	1350	5
3	1366	5
3	1382	5
3	1398	3
3	1413	3
3	1429	5
3	1445	5
3	697	3
3	713	3
3	729	4
3	745	5
3	761	5
3	777	5
3	793	4
3	809	4
3	666	5
3	840	4
3	856	4
3	872	4
3	889	4
3	905	4
3	921	4
3	937	5
3	953	3
3	969	3
3	985	5
3	1001	3
3	1016	5
3	1032	4
3	1048	4
3	1064	4
3	1080	4
3	1096	3
3	1112	5
3	1128	5
3	1144	4
3	1160	4
3	1176	4
3	1192	5
3	1208	4
3	1223	5
3	1239	4
3	1255	4
3	1271	5
3	1287	4
3	1303	5
3	1319	5
3	1335	5
3	1351	5
3	1367	5
3	1383	5
3	1399	3
3	1414	4
3	1430	3
3	1446	5
3	698	5
3	714	5
3	730	1
3	746	5
3	762	3
3	778	2
3	794	4
3	810	4
3	825	5
3	841	5
3	857	4
3	873	2
3	890	3
3	906	5
3	922	5
3	938	5
3	954	4
3	970	5
3	986	5
3	1002	5
3	1017	5
3	1033	4
3	1049	5
3	1065	5
3	1081	3
3	1097	5
3	1113	4
3	1129	4
3	1145	4
3	1161	5
3	1177	3
3	1193	4
3	1209	4
3	1224	5
3	1240	5
3	1256	4
3	1272	5
3	1288	5
3	1304	5
3	1320	5
3	1336	5
3	1352	5
3	1368	3
3	1384	4
3	1400	3
3	1415	5
3	1431	4
3	1447	4
3	699	4
3	715	5
3	731	3
3	747	3
3	763	4
3	779	5
3	795	5
3	811	4
3	826	5
3	842	5
3	858	4
3	874	3
3	891	5
3	907	5
3	923	4
3	939	5
3	955	5
3	971	5
3	987	4
3	1003	5
3	1018	5
3	1034	3
3	1050	5
3	1066	4
3	1082	4
3	1098	5
3	1114	5
3	1130	3
3	1146	3
3	1162	4
3	1178	4
3	1194	5
3	1210	4
3	1225	4
3	1241	5
3	1257	5
3	1273	5
3	1289	5
3	1305	5
3	1321	5
3	1337	5
3	1353	5
3	1369	5
3	1385	4
3	1401	5
3	1416	5
3	1432	4
3	1448	5
3	700	4
3	716	5
3	732	5
3	748	2
3	764	4
3	780	5
3	796	5
3	812	2
3	827	4
3	843	4
3	859	4
3	875	5
3	892	4
3	908	3
3	924	5
3	940	4
3	956	5
3	972	3
3	988	5
3	1004	4
3	1019	5
3	1035	5
3	1051	5
3	1067	4
3	1083	5
3	1099	3
3	1115	4
3	1131	5
3	1147	3
3	1163	5
3	1179	3
3	1195	5
3	1211	4
3	1226	5
3	1242	5
3	1258	3
3	1274	5
3	1290	4
3	1306	5
3	1322	5
3	1338	5
3	1354	5
3	1370	3
3	1386	4
3	1402	5
3	1417	5
3	1433	5
3	1449	5
3	701	4
3	717	4
3	733	5
3	749	5
3	765	4
3	781	5
3	797	5
3	813	5
3	828	4
3	844	4
3	860	4
3	876	5
3	893	2
3	909	5
3	925	5
3	941	5
3	957	3
3	973	4
3	989	5
3	1005	5
3	1020	5
3	1036	4
3	1052	5
3	1068	4
3	1084	5
3	1100	4
3	1116	5
3	1132	4
3	1148	4
3	1164	5
3	1180	4
3	1196	4
3	1212	5
3	1227	5
3	1243	5
3	1259	5
3	1275	5
3	1291	5
3	1307	5
3	1323	4
3	1339	4
3	1355	2
3	1371	5
3	1387	5
3	1403	4
3	1418	5
3	1434	5
3	281	5
3	702	5
3	718	4
3	734	4
3	750	5
3	766	3
3	782	5
3	798	4
3	814	5
3	829	5
3	845	5
3	861	4
3	877	5
3	894	5
3	910	5
3	926	5
3	942	4
3	958	5
3	974	5
3	990	5
3	1006	4
3	1021	5
3	1037	5
3	1053	5
3	1069	3
3	1085	4
3	1101	5
3	1117	5
3	1133	5
3	1149	3
3	1165	4
3	1181	4
3	1197	5
3	1213	2
3	1228	5
3	1244	5
3	1260	5
3	1276	5
3	1292	4
3	1308	5
3	1324	5
3	1340	4
3	1356	4
3	1372	4
3	1388	5
3	1404	4
3	1419	5
3	1435	5
3	1450	5
3	703	3
3	719	3
3	735	3
3	751	3
3	767	5
3	783	2
3	799	5
3	815	5
3	830	5
3	846	5
3	862	5
3	878	4
3	895	5
3	911	5
3	927	5
3	943	4
3	959	4
3	975	5
3	991	5
3	1007	5
3	1022	5
3	1038	5
3	1054	5
3	1070	3
3	1086	3
3	1102	5
3	1118	4
3	1134	5
3	1150	5
3	1166	4
3	1182	5
3	1198	5
3	1214	3
3	1229	5
3	1245	5
3	1261	5
3	1277	5
3	1293	4
3	1309	5
3	1325	5
3	1341	5
3	1357	4
3	1373	5
3	1389	5
3	1405	4
3	1420	5
3	1436	4
4	1485	3
4	1501	5
4	1517	5
4	1533	4
4	1486	4
4	1502	5
4	1518	4
4	1534	4
4	1487	4
4	1503	4
4	1519	3
4	1535	4
4	1488	1
4	1504	5
4	1520	5
4	469	3
4	1489	5
4	1505	3
4	1521	5
4	1536	5
4	1490	5
4	1506	4
4	1522	5
4	1491	5
4	1507	3
4	1523	4
4	1492	5
4	1508	3
4	1524	3
4	1493	5
4	1509	5
4	1525	4
4	1494	3
4	1510	2
4	1526	5
4	1495	4
4	1511	5
4	1527	4
4	1496	3
4	1512	3
4	1528	4
4	1497	5
4	1513	5
4	1529	4
4	1498	4
4	1514	5
4	1530	5
4	1483	1
4	1499	3
4	1515	5
4	1531	4
4	1484	5
4	1500	4
4	1516	5
4	1532	4
5	1541	4
5	1557	3
5	1572	3
5	1587	2
5	1603	4
5	1618	5
5	1634	5
5	1650	4
5	1666	2
5	1682	3
5	1698	3
5	289	2
5	1729	3
5	1743	4
5	1759	4
5	1775	4
5	1791	4
5	1807	1
5	1823	4
5	1839	5
5	1855	5
5	1870	5
5	1886	3
5	1902	3
5	1918	2
5	1934	5
5	1950	1
5	1966	4
5	1982	4
5	1997	3
5	2011	2
5	2026	4
5	2042	1
5	2058	5
5	2074	2
5	2090	4
5	2106	4
5	2122	4
5	2137	4
5	2153	5
5	2169	4
5	2185	1
5	2201	4
5	2217	4
5	2230	4
5	2245	4
5	2260	4
5	2276	5
5	2291	5
5	2306	4
5	2321	3
5	2337	2
5	2352	4
5	2368	4
5	2384	4
5	2400	4
5	2415	5
5	2431	2
5	2446	4
5	2462	4
5	2476	2
5	1542	2
5	1558	4
5	1573	2
5	1588	3
5	1604	5
5	1619	5
5	1635	5
5	1651	2
5	1667	5
5	1683	4
5	1699	3
5	1714	5
5	1730	4
5	1744	3
5	1760	1
5	1776	2
5	1792	5
5	1808	3
5	1824	1
5	1840	2
5	1856	4
5	1871	4
5	1887	2
5	1903	5
5	1919	4
5	1935	4
5	1951	4
5	1967	5
5	1983	2
5	1998	2
5	2012	5
5	2027	4
5	2043	4
5	2059	4
5	2075	3
5	2091	5
5	2107	2
5	2123	5
5	2138	2
5	2154	3
5	2170	1
5	2186	5
5	2202	3
5	2218	3
5	2231	1
5	2246	4
5	2261	4
5	2277	3
5	2292	3
5	2307	2
5	2322	5
5	2338	3
5	2353	4
5	2369	4
5	2385	5
5	2401	4
5	2416	4
5	2276	5
5	2447	3
5	596	4
5	2477	4
5	1543	5
5	1559	2
5	1574	4
5	1589	5
5	1605	5
5	1620	1
5	1636	5
5	1652	4
5	1668	4
5	1684	4
5	1700	5
5	1715	1
5	1731	3
5	1745	2
5	1761	5
5	1777	4
5	1793	4
5	1809	1
5	1825	4
5	1841	4
5	1857	2
5	1872	2
5	1888	4
5	1904	3
5	1920	5
5	1936	5
5	1952	4
5	1968	3
5	1984	4
5	1999	3
5	2013	4
5	2028	2
5	2044	4
5	2060	4
5	2076	4
5	2092	3
5	2108	5
5	2124	5
5	2139	3
5	2155	2
5	2171	4
5	2187	5
5	2203	4
5	2219	3
5	2232	5
5	475	1
5	2262	5
5	2278	2
5	2293	4
5	2308	3
5	2323	3
5	2339	4
5	2354	5
5	2370	3
5	2386	3
5	2402	2
5	2417	2
5	2432	1
5	2448	1
5	2463	4
5	2478	3
5	1544	4
5	1560	4
5	1575	5
5	1590	5
5	1606	2
5	1621	2
5	1637	3
5	1653	4
5	1669	3
5	1685	3
5	1701	2
5	1716	4
5	421	5
5	1746	1
5	1762	4
5	1778	5
5	1794	3
5	1810	4
5	1826	4
5	1842	5
5	1858	3
5	1873	3
5	1889	5
5	1905	4
5	1921	5
5	1937	2
5	1953	4
5	1969	4
5	1985	4
5	2000	1
5	2014	5
5	2029	3
5	2045	2
5	2061	3
5	2077	4
5	2093	4
5	2109	1
5	2125	3
5	2140	4
5	2156	1
5	2172	4
5	2188	4
5	2204	3
5	2220	1
5	2233	1
5	2247	4
5	2263	1
5	2279	4
5	2294	4
5	2309	4
5	2324	5
5	2340	2
5	2355	1
5	2371	5
5	2387	3
5	2403	4
5	2418	4
5	2433	5
5	2449	5
5	2464	5
5	2479	4
5	1545	4
5	1561	2
5	1576	5
5	1591	5
5	1607	4
5	1622	3
5	1638	4
5	1654	2
5	1670	4
5	1686	3
5	1702	2
5	1717	4
5	1732	5
5	1747	2
5	1763	4
5	1779	4
5	1795	5
5	1811	4
5	1827	3
5	1843	5
5	1859	4
5	1874	5
5	1890	5
5	1906	2
5	1922	4
5	1938	3
5	1954	2
5	1970	5
5	1986	5
5	2001	5
5	2015	5
5	2030	5
5	2046	4
5	2062	5
5	2078	2
5	2094	3
5	2110	4
5	2126	4
5	2141	4
5	2157	4
5	2173	5
5	2189	5
5	2205	2
5	1451	2
5	2234	3
5	2248	1
5	2264	4
5	2280	5
5	2295	4
5	2310	1
5	2325	4
5	2341	2
5	2356	5
5	2372	4
5	2388	3
5	133	3
5	2419	5
5	2434	3
5	2450	2
5	2465	5
5	2480	1
5	1546	3
5	1562	3
5	1221	5
5	1592	3
5	1608	1
5	1623	1
5	1639	2
5	1655	2
5	1671	3
5	1687	1
5	1703	4
5	1718	3
5	1733	4
5	1748	4
5	1764	4
5	1780	5
5	1796	3
5	1812	4
5	1828	2
5	1844	4
5	1860	4
5	1875	1
5	1891	4
5	1907	5
5	1923	4
5	1939	4
5	1955	1
5	1971	4
5	1987	4
5	1425	4
5	2016	4
5	2031	5
5	2047	4
5	2063	4
5	2079	4
5	2095	4
5	2111	5
5	2127	4
5	2142	4
5	2158	4
5	2174	1
5	2190	4
5	2206	3
5	660	4
5	2235	4
5	2249	5
5	2265	4
5	479	5
5	2296	2
5	2311	4
5	2326	2
5	2342	4
5	2357	4
5	2373	4
5	2389	4
5	2404	3
5	2420	4
5	2435	4
5	2451	4
5	2466	3
5	1547	2
5	1563	4
5	1577	4
5	1593	5
5	1609	3
5	1624	5
5	1640	4
5	1656	1
5	1672	3
5	1688	5
5	1704	5
5	1719	1
5	380	4
5	1749	5
5	1765	4
5	1781	5
5	1797	4
5	1813	3
5	1829	4
5	1845	2
5	1861	5
5	1876	1
5	1892	3
5	1908	4
5	1924	5
5	1940	4
5	1956	3
5	1972	4
5	1988	3
5	2002	4
5	2017	3
5	2032	5
5	2048	2
5	2064	4
5	2080	4
5	2096	4
5	2112	4
5	89	5
5	2143	3
5	2159	2
5	2175	3
5	2191	2
5	2207	3
5	2221	2
5	2236	5
5	2250	3
5	2266	4
5	2281	5
5	2297	4
5	2312	4
5	2327	4
5	2343	4
5	2358	4
5	2374	2
5	2390	3
5	2405	5
5	2421	4
5	2436	3
5	2452	4
5	2467	4
5	1548	4
5	1564	5
5	1578	3
5	1594	4
5	1610	4
5	1625	4
5	1641	5
5	1657	4
5	1673	3
5	1689	3
5	1705	2
5	1720	4
5	1734	5
5	1750	4
5	1766	4
5	1782	5
5	1798	3
5	1814	3
5	1830	4
5	1846	5
5	1862	4
5	1877	3
5	1893	2
5	1909	1
5	1925	3
5	1941	4
5	1957	4
5	1973	5
5	1989	4
5	2003	3
5	2018	1
5	2033	4
5	2049	3
5	2065	3
5	2081	4
5	2097	5
5	2113	3
5	2128	5
5	2144	4
5	2160	4
5	2176	4
5	2192	5
5	2208	5
5	2222	3
5	2237	3
5	2251	4
5	2267	1
5	2282	4
5	2298	5
5	2313	3
5	2328	4
5	2344	3
5	2359	5
5	2375	4
5	2391	4
5	2406	2
5	2422	2
5	2437	2
5	2453	1
5	2468	4
5	1549	2
5	1565	3
5	1579	2
5	1595	2
5	1611	2
5	1626	1
5	1642	1
5	1658	4
5	1674	4
5	1690	2
5	1706	5
5	1721	3
5	1735	4
5	1751	2
5	1767	2
5	1783	4
5	1799	4
5	1815	5
5	1831	4
5	1847	4
5	350	2
5	1878	5
5	1894	4
5	1910	5
5	1926	4
5	1942	3
5	1958	2
5	1974	2
5	1990	3
5	2004	5
5	2019	4
5	2034	5
5	2050	4
5	2066	1
5	2082	5
5	2098	5
5	2114	5
5	2129	4
5	2145	1
5	2161	5
5	2177	5
5	2193	4
5	2209	5
5	2223	5
5	1466	5
5	2252	3
5	2268	4
5	2283	5
5	2299	5
5	2314	5
5	2329	2
5	2344	5
5	2360	4
5	2376	4
5	2392	5
5	2407	1
5	2423	5
5	2438	2
5	2454	4
5	2469	5
5	1550	3
5	1566	1
5	1580	3
5	1596	5
5	1612	1
5	1627	5
5	1643	5
5	1659	2
5	1675	2
5	1691	5
5	1707	2
5	1722	4
5	1736	4
5	1752	2
5	1768	5
5	1784	4
5	1800	1
5	1816	2
5	1832	3
5	1848	1
5	1863	3
5	1879	4
5	1895	4
5	1911	3
5	1927	4
5	1943	3
5	1959	4
5	1975	2
5	1991	4
5	2005	4
5	2020	5
5	2035	5
5	2051	5
5	2067	4
5	2083	3
5	2099	2
5	2115	2
5	2130	1
5	2146	4
5	2162	3
5	2178	2
5	2194	2
5	2210	4
5	2224	2
5	2238	4
5	2253	5
5	2269	3
5	2284	5
5	2300	4
5	2315	4
5	2330	2
5	2345	3
5	2361	4
5	2377	5
5	2393	5
